train/loss,epoch,step,timestamp
2.206243318319321,0,10,1786962252.1579401
1.4171905145049095,0,20,1786962252.6727629
1.1126882314682007,0,30,1786962253.1845148
0.9629465058445931,0,40,1786962253.7054558
0.8550924521684646,0,50,1786962254.2062492
0.7907494162519773,0,60,1786962254.7328975
0.7374050485236304,0,70,1786962255.2383835
0.70095752812922,0,80,1786962255.744309
0.6744794365432527,0,90,1786962256.2539725
0.6638528019189834,0,100,1786962256.76232
0.6434816254810853,0,110,1786962257.2673035
0.6260340663293997,0,120,1786962257.7640696
0.6100738947208111,0,130,1786962258.2646418
0.5986330917903355,0,140,1786962258.78473
0.584758701523145,0,150,1786962259.312951
0.5758898697793484,0,160,1786962259.830868
0.5644699829466203,0,170,1786962260.3631828
0.5636267178588443,0,180,1786962260.8803937
0.5557924595318342,0,190,1786962261.385707
0.553008365035057,0,200,1786962261.9609263
0.5451720219282877,0,210,1786962262.5174208
0.5421573808247393,0,220,1786962263.0483
0.5369018888991812,0,230,1786962263.5759025
0.5355679662277301,0,240,1786962264.1295137
0.5299297513961791,0,250,1786962264.6247327
0.5268738314509391,0,260,1786962265.1445637
0.5224242782151257,0,270,1786962265.651905
0.5191587027694498,0,280,1786962266.1566324
0.5194710293720508,0,290,1786962266.6634228
0.5156669666369756,0,300,1786962267.1627097
0.5137225788447165,0,310,1786962267.6674163
0.5102553007192909,0,320,1786962268.1701682
0.5072500927881761,0,330,1786962268.6678915
0.5062351840383866,0,340,1786962269.1666834
0.5042704174348286,0,350,1786962269.6800642
0.5018162812623713,0,360,1786962270.2066407
0.49875759615285975,0,370,1786962270.726851
0.494844170424499,0,380,1786962271.2467077
0.49321793489731275,0,390,1786962271.7715743
0.4914875339344144,0,400,1786962272.325939
0.48991177405526,0,410,1786962272.851574
0.4888022742455914,0,420,1786962273.3906353
0.4865565609446792,0,430,1786962273.9365652
0.4857397586445917,0,440,1786962274.4913414
0.4844520632425944,0,450,1786962275.025685
0.48351933522068935,0,460,1786962275.5563693
0.4822478566398012,0,470,1786962276.079189
